 counter ; timestamp ; amplitude ; accx ; accy ; accz ; magx ; magy ; magz ; gyrx ; gyry ; gyrz ; temp ; act state
79;1521878314;1831;65286;65147;16136;65117;2676;62768;52;65400;65522;0;0
80;1521878314;2248;65256;65106;16398;65084;2653;62781;75;65422;65499;0;0
81;1521878315;1744;65287;65070;16344;65132;2655;62785;41;65393;65510;0;0
82;1521878315;2140;65241;65075;16376;65099;2659;62785;77;65400;65503;0;0
83;1521878315;1705;65286;65066;16313;65101;2667;62803;76;65431;65523;0;0
84;1521878315;1916;65254;65108;16254;65127;2640;62760;72;65458;65518;0;0
85;1521878315;2118;65280;65152;16374;65112;2636;62751;89;65431;65522;0;0
86;1521878315;1844;65268;65114;16289;65127;2643;62817;44;65431;65474;0;0
87;1521878315;2195;65289;65109;16289;65133;2665;62759;72;65450;65501;0;0
88;1521878315;1829;65272;65126;16318;65118;2673;62758;65;65426;65506;0;0
89;1521878315;2219;65286;65121;16260;65133;2652;62770;49;65432;65502;0;0
90;1521878315;1780;65287;65167;16293;65122;2638;62806;87;65457;65520;0;0
91;1521878316;2220;65288;65019;16284;65107;2636;62803;39;65413;65511;0;0
92;1521878316;1683;65283;65086;16355;65121;2647;62812;64;65396;65498;0;0
93;1521878316;1888;65264;65151;16317;65094;2649;62804;87;65448;65523;0;0
94;1521878316;2081;65287;65159;16284;65131;2621;62777;65;65446;65519;0;0
95;1521878316;1827;65230;65127;16238;65115;2638;62828;82;65444;65503;0;0
96;1521878316;2123;65313;65103;16343;65102;2617;62793;101;65416;65510;0;0
97;1521878316;1900;65255;65103;16320;65108;2677;62784;35;65432;65531;0;0
98;1521878316;2132;65283;65124;16295;65075;2693;62775;70;65435;65514;0;0
99;1521878316;1810;65267;65145;16292;65088;2621;62802;91;65431;65508;0;0
100;1521878317;2250;65286;65123;16238;65101;2663;62827;84;65436;65505;0;0
101;1521878317;1582;65266;65116;16356;65089;2664;62797;80;65456;65528;0;0
102;1521878317;1905;65264;65089;16295;65078;2635;62766;93;65440;65510;0;0
103;1521878317;2066;65274;65098;16263;65109;2626;62803;84;65444;65499;0;0
104;1521878317;1895;65260;65112;16279;65119;2659;62792;75;65418;65503;0;0
105;1521878317;2129;65293;65129;16239;65087;2647;62747;59;65437;65506;0;0
106;1521878317;1844;65269;65141;16307;65119;2648;62773;61;65413;65510;0;0
107;1521878317;2188;65268;65124;16252;65061;2646;62742;63;65433;65510;0;0
108;1521878317;1662;65283;65149;16282;65076;2647;62797;77;65427;65515;0;0
109;1521878317;2279;65277;65121;16339;65098;2629;62761;118;65445;1;0;0
110;1521878318;1689;65275;65073;16297;65124;2625;62751;21;65444;65508;0;0
111;1521878318;2112;65246;65091;16258;65126;2615;62752;70;65432;65521;0;0
112;1521878318;1800;65258;65114;16296;65114;2661;62770;74;65438;0;0;0
113;1521878318;1928;65275;65125;16331;65101;2648;62777;128;65445;65501;0;0
114;1521878318;2092;65246;65138;16287;65105;2655;62755;49;65445;65512;0;0
115;1521878318;2046;65279;65118;16281;65104;2655;62807;78;65427;65522;0;0
116;1521878318;2179;65119;65243;16840;65103;2667;62828;65485;65427;65522;0;0
117;1521878318;1819;65185;65483;16360;65080;2646;62753;65521;65395;65528;0;0
118;1521878318;2194;65137;65382;16023;65113;2653;62822;79;65453;65511;0;0
119;1521878318;1809;65296;65130;15882;65081;2638;62760;87;65448;65514;0;0
120;1521878319;2261;65243;65192;16727;65079;2604;62852;79;65435;65498;0;0
121;1521878319;1759;65303;65034;16176;65090;2644;62784;69;65440;65509;0;0
122;1521878319;1932;65264;65080;16203;65101;2638;62832;57;65422;65502;0;0
123;1521878319;2134;65250;65202;16388;65094;2663;62804;90;65447;65524;0;0
124;1521878319;1861;65287;65102;16138;65081;2662;62845;74;65449;65506;0;0
125;1521878319;2028;65258;65153;16388;65109;2634;62805;87;65420;65513;0;0
126;1521878319;1829;65141;65213;16651;65121;2655;62795;65480;65471;7;0;0
127;1521878319;2127;65155;65460;16558;65112;2624;62787;65519;65408;65494;0;0
128;1521878319;1847;65242;64617;14932;65108;2628;62806;129;65352;65508;0;0
129;1521878320;2267;65226;65394;17646;65146;2611;62848;96;65398;65513;0;0
130;1521878320;1631;65266;64651;16437;65124;2643;62791;139;65234;65521;0;0
131;1521878320;2293;65180;65518;18756;65104;2657;62769;65519;65377;65531;0;0
132;1521878320;1982;65224;65076;15034;65099;2662;62777;65523;65502;65525;0;0
133;1521878320;1854;65167;43;17045;65080;2658;62803;65510;65394;65499;0;0
134;1521878320;2110;65160;65418;14948;65087;2645;62807;65511;95;6;0;0
135;1521878320;1766;65258;65533;15780;65108;2619;62786;65426;65401;65508;0;0
136;1521878320;2201;65159;49;16724;65096;2626;62808;65;65442;65513;0;0
137;1521878320;1725;65277;65125;15074;65130;2641;62789;68;65420;65524;0;0
138;1521878320;2181;65214;65454;16933;65086;2613;62782;101;65447;65499;0;0
139;1521878321;1765;65329;65033;15966;65093;2641;62802;95;65477;65535;0;0
140;1521878321;2322;65229;65069;16297;65058;2646;62762;67;65401;65494;0;0
141;1521878321;2099;65235;65180;16582;65061;2650;62832;60;65438;65507;0;0
142;1521878321;1806;65267;65036;15831;65100;2646;62821;83;65445;65497;0;0
143;1521878321;2089;65222;65239;16642;65087;2654;62798;56;65427;65486;0;0
144;1521878321;1852;65272;65144;16170;65058;2658;62781;47;65468;65501;0;0
145;1521878321;2208;65236;65062;16111;65091;2656;62802;62;65428;65513;0;0
146;1521878321;1841;65285;65153;16601;65090;2670;62799;70;65429;65518;0;0
147;1521878321;2223;65241;65031;16122;65086;2649;62800;71;65439;65488;0;0
148;1521878322;1763;65286;65125;16401;65108;2659;62785;91;65410;65513;0;0
149;1521878322;2294;65261;65133;16306;65101;2670;62781;74;65450;65494;0;0
150;1521878322;1805;65259;65108;16164;65084;2660;62824;108;65438;65518;0;0
151;1521878322;1900;65280;65169;16414;65078;2676;62776;75;65453;65506;0;0
152;1521878322;2028;65357;65296;18152;65075;2637;62819;39;65518;65494;0;0
153;1521878322;1911;65324;64822;15482;65090;2661;62808;32;65419;65497;0;0
154;1521878322;2125;64971;65250;18801;65080;2667;62803;109;65333;65518;0;0
155;1521878322;1806;65172;64828;17777;65104;2662;62746;165;65376;65488;0;0
156;1521878322;1860;65029;65067;17436;65106;2672;62815;26;65416;65503;0;0
157;1521878322;1807;65244;2;14915;65069;2642;62810;55;65522;65522;0;0
158;1521878323;2227;65370;65166;16122;65098;2647;62747;188;65452;65531;0;0
159;1521878323;1628;65309;65051;16934;65112;2670;62787;60;65424;65509;0;0
160;1521878323;2322;65336;64914;16165;65093;2615;62772;42;65453;65524;0;0
161;1521878323;2073;65313;64985;16167;65100;2635;62800;95;65407;65507;0;0
162;1521878323;1898;65308;65172;16553;65092;2650;62825;93;65451;65508;0;0
163;1521878323;2145;65307;65125;16167;65120;2631;62805;101;65441;65525;0;0
164;1521878323;1750;65277;65176;16384;65114;2641;62771;51;65430;65529;0;0
165;1521878323;2190;65291;65109;16248;65095;2643;62793;67;65469;65498;0;0
166;1521878323;1745;65280;65097;16293;65064;2640;62783;62;65435;65489;0;0
167;1521878323;2230;65272;65140;16430;65098;2644;62798;56;65445;65491;0;0
168;1521878324;1788;65264;65137;16193;65073;2646;62808;90;65434;65514;0;0
169;1521878324;2268;65257;65157;16269;65101;2667;62759;74;65441;65518;0;0
170;1521878324;2131;65248;65140;16297;65079;2629;62778;80;65414;65486;0;0
171;1521878324;1805;65278;65115;16261;65077;2665;62786;81;65451;65525;0;0
172;1521878324;2086;65262;65106;16351;65087;2630;62769;60;65425;65520;0;0
173;1521878324;1897;65282;65127;16228;65101;2676;62799;68;65429;65512;0;0
174;1521878324;2195;65268;65129;16294;65087;2651;62788;65;65426;65516;0;0
175;1521878324;1846;65272;65139;16322;65075;2636;62792;69;65426;65485;0;0
176;1521878324;2170;65283;65127;16292;65111;2662;62825;73;65447;1;0;0
177;1521878325;1765;65231;65141;16303;65087;2613;62794;63;65426;65511;0;0
178;1521878325;2325;65293;65126;16302;65118;2598;62792;77;65422;65491;0;0
179;1521878325;1758;65252;65139;16354;65113;2616;62798;45;65436;65495;0;0
180;1521878325;1965;65283;65120;16263;65123;2672;62811;84;65425;65505;0;0
181;1521878325;2064;65290;65123;16292;65135;2659;62784;34;65435;65518;0;0
182;1521878325;1871;65257;65148;16324;65113;2668;62813;86;65457;65498;0;0
183;1521878325;2141;65268;65221;16134;65071;2671;62750;32;65426;65502;0;0
184;1521878325;1899;65263;65206;16064;65102;2652;62789;64;65424;65482;0;0
185;1521878325;2227;65265;65158;16351;65118;2637;62796;79;65431;65507;0;0
186;1521878325;1808;65286;65079;16306;65073;2656;62823;48;65442;65488;0;0
187;1521878326;2194;65278;65120;16382;65051;2633;62783;57;65446;65502;0;0
188;1521878326;1725;65281;65127;16259;65090;2630;62745;107;65437;65526;0;0
189;1521878326;2361;65296;65164;16256;65053;2639;62783;96;65429;65516;0;0
190;1521878326;2112;65264;65164;16289;65082;2628;62719;85;65461;65507;0;0
191;1521878326;4082;64019;65372;16105;65108;2659;62745;65427;64791;65500;0;0
192;1521878326;2126;65276;65127;16342;65111;2647;62739;92;65434;65526;0;0
193;1521878326;1268;64935;65145;16356;65088;2661;62731;47;65229;65510;0;0
194;1521878326;2838;65297;65108;16295;65065;2632;62748;63;65428;65517;0;0
195;1521878326;1780;65264;65134;16292;65055;2657;62767;59;65443;65498;0;0
196;1521878327;1785;65308;65086;16389;65106;2666;62783;109;104;65493;0;0
197;1521878327;1749;65276;65121;16264;65067;2655;62797;76;65426;65519;0;0
198;1521878327;2231;65275;65146;16378;65080;2657;62818;64;65462;65517;0;0
199;1521878327;2386;64737;65093;16490;65093;2671;62822;65472;64326;65518;0;0
200;1521878327;1824;65251;65163;16312;65076;2657;62812;77;65433;65509;0;0
201;1521878327;2050;65285;65130;16280;65110;2630;62793;89;65424;65525;0;0
202;1521878327;1676;65267;65111;16314;65096;2645;62801;57;65304;65518;0;0
203;1521878327;2125;65272;65110;16355;65119;2670;62809;96;7;65507;0;0
204;1521878327;1799;65275;65086;16313;65064;2692;62732;120;65318;65493;0;0
205;1521878327;2327;65197;65161;16318;65111;2643;62781;78;65521;65512;0;0
206;1521878328;1512;65201;65134;16297;65054;2642;62780;32;65305;65505;0;0
207;1521878328;2295;65257;65126;16286;65086;2657;62818;119;65475;65497;0;0
208;1521878328;1606;65262;65118;16333;65058;2665;62773;91;65468;65511;0;0
209;1521878328;1940;65261;65150;16273;65131;2667;62805;60;65426;65516;0;0
210;1521878328;2169;65280;65159;16287;65109;2701;62772;103;65435;65495;0;0
211;1521878328;1636;65246;65106;16386;65116;2659;62757;111;65012;65499;0;0
212;1521878328;2178;65306;65129;16237;65109;2661;62781;94;65423;65513;0;0
213;1521878328;1938;65322;65098;16344;65073;2690;62759;96;65423;65520;0;0
214;1521878328;2130;65296;65094;16356;65107;2664;62770;79;65434;65522;0;0
215;1521878328;1808;65220;65111;16382;65109;2642;62769;86;60;65502;0;0
216;1521878329;2141;64824;65146;16308;65110;2659;62760;73;377;64968;0;0
217;1521878329;1720;595;64913;16295;65091;2611;62784;89;65226;64999;0;0
218;1521878329;2274;65343;65116;16322;65071;2637;62788;82;65066;65530;0;0
219;1521878329;2111;65293;65109;16300;65093;2621;62804;75;65411;65491;0;0
220;1521878329;1877;65241;65133;16292;65089;2632;62770;57;65451;65501;0;0
221;1521878329;2119;65329;65119;16300;65031;2679;62778;88;65357;65509;0;0
222;1521878329;1835;65243;65114;16303;65112;2645;62794;73;65450;65504;0;0
223;1521878329;1997;65269;65133;16289;65067;2637;62775;68;26;7;0;0
224;1521878329;1815;65214;65124;16293;65073;2650;62809;78;65421;65507;0;0
225;1521878330;2823;65198;65124;16316;65068;2660;62746;71;39;65529;0;0
226;1521878330;1795;65266;65148;16344;65068;2657;62793;73;65406;65516;0;0
227;1521878330;2159;65279;65123;16305;65072;2657;62794;85;65463;65511;0;0
228;1521878330;1708;65236;65097;16347;65079;2667;62782;76;65489;65530;0;0
229;1521878330;1837;65269;65093;16325;65133;2640;62796;81;65414;65495;0;0
230;1521878330;2058;65283;65143;16304;65100;2681;62785;66;65416;65525;0;0
231;1521878330;1596;65137;65118;16356;65071;2661;62829;68;65147;65509;0;0
232;1521878330;2033;65282;65111;16315;65097;2680;62779;72;65434;65519;0;0
233;1521878330;1358;65337;65108;16309;65080;2669;62818;69;65413;65485;0;0
234;1521878330;2036;65259;65122;16312;65098;2681;62812;57;65362;65503;0;0
235;1521878331;1837;65256;65124;16316;65100;2655;62778;79;65453;65526;0;0
236;1521878331;2212;65347;65102;16302;65036;2684;62824;86;65481;65511;0;0
237;1521878331;1737;65240;65142;16282;65053;2633;62832;109;65427;65506;0;0
238;1521878331;1772;65116;65129;16305;65063;2641;62816;78;65440;65499;0;0
239;1521878331;2025;65171;65123;16298;65080;2676;62770;74;9;65501;0;0
240;1521878331;1868;65292;65119;16290;65071;2655;62784;55;65438;65531;0;0
241;1521878331;2118;65218;65115;16320;65052;2653;62781;68;65457;65503;0;0
242;1521878331;1944;65318;65112;16254;65068;2634;62799;69;65431;65522;0;0
243;1521878331;2192;65273;65102;16374;65059;2629;62854;89;408;65528;0;0
244;1521878332;1855;320;65083;16177;65073;2633;62773;71;65385;63465;0;0
245;1521878332;2253;65190;65083;16262;65064;2682;62821;93;65412;65499;0;0
246;1521878332;1753;65310;65107;16318;65048;2663;62832;56;65444;65495;0;0
247;1521878332;2315;65275;65108;16321;65069;2643;62858;65;65448;65533;0;0
248;1521878332;1671;65240;65108;16293;65068;2629;62853;74;65445;65487;0;0
249;1521878332;1924;65292;65123;16300;65072;2653;62857;62;65424;65509;0;0
250;1521878332;2080;65212;65127;16254;65061;2682;62837;76;65427;65525;0;0
251;1521878332;1880;65274;65112;16322;65080;2657;62840;89;65434;65507;0;0
252;1521878332;2212;65242;65105;16312;65106;2651;62811;85;65420;65495;0;0
253;1521878332;1818;65265;65112;16280;65038;2678;62837;86;65434;65507;0;0
254;1521878333;2165;65273;65109;16345;65062;2636;62888;56;65445;65495;0;0
255;1521878333;1811;65253;65116;16264;65084;2635;62864;70;65432;65507;0;0
256;1521878333;2155;65281;65100;16352;65112;2641;62820;86;65451;65488;0;0
257;1521878333;1773;65239;65108;16334;65067;2645;62810;93;65440;65493;0;0
258;1521878333;1860;65278;65097;16288;65087;2641;62808;97;65425;65515;0;0
259;1521878333;2076;65259;65116;16351;65094;2659;62791;66;65403;65525;0;0
260;1521878333;1900;65240;65101;16293;65065;2649;62832;52;65425;65513;0;0
261;1521878333;2067;65272;65114;16350;65061;2642;62838;44;65446;65516;0;0
262;1521878333;1895;65246;65100;16296;65081;2668;62832;88;65418;65498;0;0
263;1521878333;2031;65278;65144;16287;65114;2660;62818;55;65447;65481;0;0
264;1521878334;1819;65245;65123;16293;65108;2655;62818;70;65436;65503;0;0
265;1521878334;2232;65286;65119;16302;65098;2657;62855;93;65457;65516;0;0
266;1521878334;1638;65278;65140;16300;65061;2638;62853;76;65445;65529;0;0
267;1521878334;2055;65254;65102;16302;65115;2646;62825;78;65417;65487;0;0
268;1521878334;1654;65281;65113;16299;65083;2663;62832;51;65438;65531;0;0
269;1521878334;1945;65276;65127;16267;65066;2676;62804;64;65434;65494;0;0
270;1521878334;2085;65259;65135;16230;65068;2676;62843;73;65426;65512;0;0
271;1521878334;1898;65265;65135;16359;65046;2646;62836;85;65427;65517;0;0
272;1521878334;2160;65257;65113;16330;65058;2645;62843;72;65434;65508;0;0
273;1521878335;1797;65258;65100;16264;65072;2663;62791;54;65435;65491;0;0
274;1521878335;2135;65296;65127;16300;65035;2672;62806;113;65415;65518;0;0
275;1521878335;1758;65255;65132;16312;65058;2668;62814;76;65442;65501;0;0
276;1521878335;2304;65282;65149;16292;65094;2637;62815;57;65448;65510;0;0
277;1521878335;1721;65253;65135;16343;65085;2639;62832;72;65466;65514;0;0
278;1521878335;1842;65275;65109;16271;65058;2645;62803;86;65434;65502;0;0
279;1521878335;2087;65266;65135;16326;65033;2661;62830;49;65448;65519;0;0
280;1521878335;1824;65265;65131;16306;65066;2658;62830;40;65420;65515;0;0
281;1521878335;2152;65284;65113;16260;65043;2661;62829;78;65441;65529;0;0
282;1521878335;1781;65245;65137;16315;65053;2681;62835;66;65436;65503;0;0
283;1521878336;2147;65278;65110;16303;65030;2676;62826;92;65443;65502;0;0
284;1521878336;1791;65253;65127;16294;65070;2633;62845;80;65440;65520;0;0
285;1521878336;2125;65247;65122;16294;65078;2662;62827;80;65440;65479;0;0
286;1521878336;1755;65251;65132;16294;65069;2675;62797;91;65438;65497;0;0
287;1521878336;1754;65278;65135;16314;65066;2648;62868;92;65427;65491;0;0
288;1521878336;1702;65252;65113;16249;65067;2661;62800;73;65431;65516;0;0
289;1521878336;1895;65268;65123;16320;65071;2654;62815;68;65444;65509;0;0
290;1521878336;2088;65253;65123;16320;65080;2671;62798;51;65443;65506;0;0
291;1521878336;1903;65256;65123;16279;65074;2633;62789;109;65427;65484;0;0
292;1521878337;2032;65268;65111;16300;65044;2687;62814;95;65429;6;0;0
293;1521878337;1816;65245;65125;16317;65064;2669;62785;77;65468;65522;0;0
294;1521878337;2244;65264;65110;16256;65094;2705;62793;86;65449;65494;0;0
295;1521878337;1817;65249;65121;16313;65076;2691;62813;77;65442;65527;0;0
296;1521878337;2542;65253;65132;16245;65062;2677;62856;68;65447;65521;0;0
297;1521878337;1730;65277;65131;16314;65068;2685;62823;77;65444;65524;0;0
298;1521878337;1892;65260;65118;16249;65068;2673;62792;67;65438;65515;0;0
299;1521878337;2090;65266;65122;16260;65085;2697;62820;53;65440;65526;0;0
300;1521878337;1889;65237;65137;16293;65042;2650;62804;82;65448;65476;0;0
301;1521878337;2146;65274;65112;16255;65069;2679;62828;92;65446;65527;0;0
302;1521878338;1863;65260;65136;16300;65059;2663;62856;73;65443;9;0;0
303;1521878338;2210;65251;65131;16297;65082;2697;62812;67;65419;65500;0;0
304;1521878338;1764;65270;65137;16292;65054;2656;62796;95;65426;65528;0;0
305;1521878338;2292;65271;65135;16284;65089;2669;62826;84;65430;65488;0;0
306;1521878338;1692;65266;65130;16292;65067;2693;62829;81;65455;65508;0;0
307;1521878338;1864;65269;65132;16297;65076;2672;62825;71;65450;65505;0;0
308;1521878338;2124;65273;65128;16296;65065;2667;62823;86;65431;65507;0;0
309;1521878338;1818;65256;65128;16275;65102;2678;62817;76;65425;65502;0;0
310;1521878338;2186;65267;65139;16297;65076;2674;62848;74;65418;65489;0;0
311;1521878338;1792;65251;65131;16305;65079;2673;62864;71;65429;65519;0;0
312;1521878339;2245;65271;65171;16294;65042;2683;62848;88;65453;65511;0;0
313;1521878339;1715;65260;65147;16378;65062;2696;62847;103;65433;65524;0;0
314;1521878339;2161;65236;65055;16333;65091;2718;62833;58;65439;65488;0;0
315;1521878339;2084;65272;65082;16168;65063;2684;62859;71;65442;65520;0;0
316;1521878339;1798;65247;65175;16294;65062;2675;62825;79;65449;65524;0;0
317;1521878339;2095;65262;65173;16320;65060;2673;62879;61;65432;65497;0;0
318;1521878339;1859;65259;65108;16293;65057;2671;62850;91;65433;65506;0;0
319;1521878339;2087;65258;65059;16299;65073;2706;62856;81;65440;4;0;0
320;1521878339;1868;65275;65097;16327;65044;2691;62821;96;65439;65513;0;0
321;1521878340;2130;65241;65141;16293;65059;2719;62792;64;65436;65499;0;0
322;1521878340;1784;65251;65127;16278;65043;2700;62828;77;65447;65500;0;0
323;1521878340;2236;65230;65119;16287;65047;2702;62865;95;65439;65510;0;0
324;1521878340;1746;65259;65095;16335;65039;2701;62831;78;65438;65504;0;0
325;1521878340;1942;65252;65113;16298;65063;2699;62847;51;65410;65506;0;0
326;1521878340;2024;65275;65120;16295;65050;2666;62826;68;65411;65510;0;0
327;1521878340;1878;65250;65117;16328;65041;2691;62841;91;65443;65519;0;0
328;1521878340;2147;65260;65131;16284;65046;2712;62808;79;65439;65528;0;0
329;1521878340;1910;65261;65127;16300;65066;2710;62839;67;65447;65499;0;0
330;1521878340;2142;65263;65125;16310;65062;2704;62816;89;65449;65500;0;0
331;1521878341;1789;65265;65114;16324;65036;2713;62816;100;65429;65500;0;0
332;1521878341;2248;65250;65116;16295;65045;2713;62808;72;65417;65489;0;0
333;1521878341;1694;65253;65122;16292;65124;2692;62802;74;65441;65517;0;0
334;1521878341;1961;65245;65126;16316;65068;2667;62799;98;65427;65477;0;0
335;1521878341;2065;65274;65142;16286;65045;2691;62780;96;65428;65518;0;0
336;1521878341;1912;65260;65125;16316;65077;2692;62818;66;65428;65523;0;0
337;1521878341;2107;65259;65111;16296;65067;2684;62741;66;65443;65515;0;0
338;1521878341;1747;65256;65114;16320;65086;2703;62814;70;65442;65509;0;0
339;1521878341;2235;65250;65125;16301;65078;2660;62790;79;65434;65290;0;0
340;1521878342;1767;65264;65122;16295;65096;2659;62802;75;65427;65518;0;0
341;1521878342;2253;65249;65135;16300;65072;2648;62804;73;65449;65493;0;0
342;1521878342;1744;65255;65135;16302;65085;2662;62785;74;65463;65511;0;0
343;1521878342;2257;65258;65121;16299;65083;2693;62799;90;65440;65515;0;0
344;1521878342;1727;65267;65118;16307;65077;2693;62800;92;65443;65484;0;0
345;1521878342;1782;65256;65126;16294;65053;2683;62817;95;65431;65524;0;0
346;1521878342;2124;65266;65137;16290;65074;2670;62829;58;65433;65520;0;0
347;1521878342;1964;65257;65116;16295;65072;2679;62831;72;65422;65518;0;0
